Company Name,Company Type,SPCIQ Key,Table Type,HOLDER,COMMON_STOCK_EQUIVALENT_HELD__ACTUAL_,PERCENT_OF_COMMON_SHARES_OUTSTANDING____,MARKET_VALUE___M_,CHANGE_IN_SHARES__ACTUAL_,CHANGE____,POSITION_DATE,SOURCE,PORTFOLIO_TURNOVER_CATEGORY,PORTFOLIO_TURNOVER____,INVESTMENT_ORIENTATION,EQUITY_ASSETS___M_,CITY,STATE,COUNTRY,CALCULATED_INVESTMENT_STYLE,CALCULATED_MARKET_CAP_EMPHASIS,OWNER_TYPE,FUNDS,DERIVATIVES_EX__60_DAYS,INSTITUTION_IS_AN_ACTIVIST_
Lithium Argentina AG,Public,43184628,Shareholders,RWC Asset Management LLP,"1,606,747",0.99,4.2,0,,6/30/2024,Aggregated Mutual Funds,Low,34.38,Active,"1,720.35",London,,United Kingdom,GARP,Large Cap,Traditional Investment Managers,1.0,,No
Lithium Argentina AG,Public,43184628,Shareholders,M&G Investment Management Ltd.,"1,522,856",0.94,4.0,"-7,320",-0.48,12/31/2024,13F,Low,26.03,Active,"30,431.37",London,,United Kingdom,GARP,Large Cap,Traditional Investment Managers,2.0,,No
Lithium Argentina AG,Public,43184628,Shareholders,UBS Asset Management AG,"906,017",0.56,2.4,"732,244",421.38,12/31/2024,Aggregated 13F,Very Low,15.6,Active,"729,065.42",Zurich,,Switzerland,Growth,Large Cap,Traditional Investment Managers,5.0,,No
Lithium Argentina AG,Public,43184628,Shareholders,Tetrem Capital Management Ltd.,"641,746",0.4,1.7,0,,3/31/2024,Aggregated Mutual Funds,Low,24.79,Active,"1,318.14",Winnipeg,MB,Canada,Growth,Large Cap,Traditional Investment Managers,2.0,,No
Lithium Argentina AG,Public,43184628,Shareholders,Commodity Capital AG,"500,000",0.31,1.3,0,,7/31/2024,Aggregated Mutual Funds,Low,45.38,Active,66.98,Zürich,,Switzerland,Aggressive Growth,Small Cap,Traditional Investment Managers,1.0,,No
Lithium Argentina AG,Public,43184628,Shareholders,Grupo Minero Los Boros S.A.,"486,185",0.3,1.3,0,,12/4/2024,Exchange Announcement,,,,,,,Argentina,Unclassified,,Corporations (Private),,,No
Lithium Argentina AG,Public,43184628,Shareholders,Intact Investment Mgmt Inc.,"480,900",0.3,1.3,"-29,300",-5.74,12/31/2024,13F,Moderate,61.58,Active,"2,174.24",Toronto,ON,Canada,GARP,Large Cap,Traditional Investment Managers,,,No
Lithium Argentina AG,Public,43184628,Shareholders,Point72 Asset Management LP,"432,860",0.27,1.1,"168,790",63.92,12/31/2024,Aggregated 13F,High,156.18,Active,"31,314.29",Stamford,CT,USA,Growth,Large Cap,Hedge Fund Managers (<5% stake),,,No
Lithium Argentina AG,Public,43184628,Shareholders,Formidable Asset Management LLC,"409,117",0.25,1.1,"-30,413",-6.92,12/31/2024,13F,Low,21.95,Active,342.59,Cincinnati,OH,USA,Growth,Large Cap,Traditional Investment Managers,1.0,,No
Lithium Argentina AG,Public,43184628,Shareholders,Susquehanna International Group LLP,"361,545",0.22,0.9,"107,706",42.43,12/31/2024,13F,Moderate,90.67,Active,"31,145.30",Bala Cynwyd,PA,USA,Growth,Large Cap,Traditional Investment Managers,,,No
Lithium Argentina AG,Public,43184628,Shareholders,Russell Investment Management LLC,"359,662",0.22,0.9,"2,891",0.81,12/31/2024,13F,Low,25.87,Active,"57,387.12",Seattle,WA,USA,Growth,Large Cap,Traditional Investment Managers,3.0,,No
Lithium Argentina AG,Public,43184628,Shareholders,Marathon Asset Management Ltd.,"354,666",0.22,0.9,0,,9/30/2024,Aggregated Mutual Funds,Low,21.81,Active,"9,290.37",London,,United Kingdom,Growth,Large Cap,Traditional Investment Managers,1.0,,No
Lithium Argentina AG,Public,43184628,Shareholders,Bank of America Corp.,"352,490",0.22,0.9,"-9,241",-2.56,12/31/2024,13F,Very Low,17.23,Active,"114,054.88",Charlotte,NC,USA,Growth,Large Cap,Banks/Investment Banks,,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Australian Super Pty Ltd,"315,756,255",10.48,429.3,0,,9/30/2024,Exchange Announcement,Low,25.82,Active,"35,120.18",,,Australia,Growth,Large Cap,Government Pension Sponsors,,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,State Street Global Advisors Inc.,"255,966,606",8.5,348.0,"-77,883,812",-23.33,12/16/2024,Exchange Announcement,Very Low,4.82,Passive,"1,716,156.23",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,45.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Ganfeng Lithium Group Co. Ltd.,"172,684,971",5.73,234.8,0,,8/14/2024,Annual Report,,,,,Xinyu,,China,Unclassified,,Corporations (Public),,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,UBS Asset Management AG,"168,848,014",5.61,229.6,"109,708,795",185.51,11/27/2024,Multiple,Very Low,15.6,Active,"653,121.67",Zurich,,Switzerland,Growth,Large Cap,Traditional Investment Managers,54.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Citigroup Inc.,"166,862,990",5.54,226.9,"7,359,712",4.61,12/19/2024,Exchange Announcement,Low,43.97,Active,"63,042.04",New York,NY,USA,Growth,Large Cap,Banks/Investment Banks,,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Vanguard Group Inc.,"150,507,909",5.0,204.6,0,,8/14/2024,Annual Report,Very Low,2.83,Passive,"4,120,777.87",Malvern,PA,USA,Growth,Large Cap,Traditional Investment Managers,29.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,JPMorgan Chase & Co.,"135,447,304",4.5,184.2,"-61,595,071",-31.26,12/2/2024,Exchange Announcement,Low,34.53,Active,"209,187.30",New York,NY,USA,Growth,Large Cap,Banks/Investment Banks,,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Goldman Sachs Group Inc.,"129,286,380",4.29,175.8,"-21,625,852",-14.33,11/15/2024,Exchange Announcement,Moderate,70.14,Active,"85,661.82",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,BlackRock Inc.,"114,983,148",3.82,156.3,"-75,060,072",-39.50,11/25/2024,Exchange Announcement,Very Low,6.47,Passive,"3,731,134.79",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,77.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Morgan Stanley,"107,092,011",3.56,145.6,"104,332,849","3,781.32",12/4/2024,Exchange Announcement,Very Low,19.16,Active,"375,635.69",New York,NY,USA,Growth,Large Cap,Banks/Investment Banks,,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Posco Holdings Inc.,"82,065,000",2.72,111.6,0,,8/14/2024,Annual Report,,,,,Seoul,,South Korea,Unclassified,,Corporations (Public),,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Van Eck Associates Corp.,"37,028,550",1.23,50.3,"4,127,844",12.55,12/31/2024,Aggregated Mutual Funds,Low,27.35,Passive,"58,122.03",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,9.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Mirae Asset Global Investments Co. Ltd.,"27,542,292",0.91,37.4,"26,565,531","2,719.76",4/19/2024,Aggregated Mutual Funds,Low,27.08,Passive,"57,836.39",Seoul,,South Korea,Growth,Large Cap,Traditional Investment Managers,10.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Dimensional Fund Advisors LP,"27,279,815",0.91,37.1,"-3,336,042",-10.90,12/31/2024,Multiple,Very Low,9.68,Active,"370,289.52",Austin,TX,USA,GARP,Large Cap,Traditional Investment Managers,39.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Caisse de dépôt et placement du Québec,"24,042,808",0.8,32.7,0,,12/31/2023,Aggregated Mutual Funds,Low,28.47,Active,"56,086.63",Quebec,QC,Canada,Growth,Large Cap,Government Pension Sponsors,1.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,BetaShares Capital Ltd.,"17,792,355",0.59,24.2,"76,513",0.43,12/31/2024,Aggregated Mutual Funds,Very Low,13.36,Passive,"10,761.57",Sydney,,Australia,Growth,Large Cap,Traditional Investment Managers,7.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Norges Bank Investment Management,"14,360,576",0.48,19.5,0,,6/30/2024,Aggregated Mutual Funds,,,Active,"753,545.44",Oslo,,Norway,Growth,Large Cap,Sovereign Wealth Funds (<5% stake),1.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Agency Lending Drp,"14,223,036",0.47,19.3,0,,8/14/2024,Annual Report,,,,,,,Australia,Unclassified,,Corporations (Private),,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Washington H. Soul Pattinson & Co. Ltd.,"13,945,177",0.46,19.0,0,,8/14/2024,Annual Report,,,,,Sydney,,Australia,Unclassified,,Corporations (Public),,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,T. Rowe Price Group Inc.,"12,812,621",0.43,17.4,"-38,466,917",-75.01,12/31/2024,Multiple,Low,23.23,Active,"688,387.74",Baltimore,MD,USA,Growth,Large Cap,Traditional Investment Managers,23.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,JP Morgan Asset Management,"12,057,989",0.4,16.4,"-1,560,650",-11.46,12/2/2024,Exchange Announcement,Low,22.52,Active,"545,245.28",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,10.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Legal & General Investment Management Ltd.,"10,070,297",0.33,13.7,0,,9/30/2024,Aggregated Mutual Funds,Very Low,5.54,Passive,"278,961.61",London,,United Kingdom,Growth,Large Cap,Traditional Investment Managers,15.0,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Colonial First State Investments Ltd.,"9,823,682",0.33,13.4,0,,8/14/2024,Annual Report,,,Active,,Sydney,,Australia,Unclassified,,Traditional Investment Managers,,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Netwealth Investments Ltd.,"9,172,494",0.3,12.5,0,,8/14/2024,Annual Report,,,,,Melbourne,,Australia,Unclassified,,Traditional Investment Managers,,,No
Pilbara Minerals Limited,Public,222394811,Shareholders,Teachers Insurance and Annuity Association- College Retirement Equities Fund,"8,967,981",0.3,12.2,"-2,432,078",-21.33,10/31/2024,Multiple,Very Low,15.55,Active,"223,233.97",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,5.0,,No
SNDL Inc.,Public,432220968,Shareholders,Cannell Capital LLC,"10,176,305",3.83,18.2,"1,945,045",23.63,12/31/2024,13F,Moderate,50.69,Active,479.69,Alta,WY,USA,Growth,Small Cap,Hedge Fund Managers (<5% stake),3.0,,Yes
SNDL Inc.,Public,432220968,Shareholders,Tidal Investments LLC,"6,358,765",2.4,11.4,"-152,196",-2.34,12/31/2024,13F,Low,45.79,Active,"10,378.53",Milwaukee,WI,USA,Growth,Large Cap,Traditional Investment Managers,1.0,,No
SNDL Inc.,Public,432220968,Shareholders,BNP Paribas Financial Markets SNC,"4,110,288",1.55,7.4,"4,110,288",,12/31/2024,13F,Low,42.8,Active,"122,423.47",Paris,,France,Growth,Large Cap,Traditional Investment Managers,,,No
SNDL Inc.,Public,432220968,Shareholders,Morgan Stanley,"2,435,275",0.92,4.4,"-388,808",-13.77,12/31/2024,13F,Very Low,19.16,Active,"605,036.40",New York,NY,USA,Growth,Large Cap,Banks/Investment Banks,,,No
SNDL Inc.,Public,432220968,Shareholders,Mirae Asset Global Investments Co. Ltd.,"2,095,205",0.79,3.8,"612,495",41.31,12/31/2024,13F,Low,27.08,Passive,"93,157.07",Seoul,,South Korea,Growth,Large Cap,Traditional Investment Managers,1.0,,No
SNDL Inc.,Public,432220968,Shareholders,Zachary Ryan George CEO & Non Independent Director,"1,711,393",0.64,3.1,"1,031,517",151.72,12/16/2024,SEDI Data,,,,,Stamford,CT,USA,,,Individuals/Insiders,,,No
SNDL Inc.,Public,432220968,Shareholders,Susquehanna International Group LLP,"1,322,806",0.5,2.4,"742,960",128.13,12/31/2024,13F,Moderate,90.67,Active,"44,940.18",Bala Cynwyd,PA,USA,Growth,Large Cap,Traditional Investment Managers,,,No
SNDL Inc.,Public,432220968,Shareholders,Arrowstreet Capital Ltd. Partnership,"1,248,922",0.47,2.2,"1,248,922",,12/31/2024,13F,Moderate,68.93,Active,"129,335.84",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,,,No
SNDL Inc.,Public,432220968,Shareholders,AdvisorShares Investments LLC,"1,165,992",0.44,2.1,"-93,220",-7.40,12/31/2024,13F,High,115.24,Active,297.10,Bethesda,MD,USA,Growth,Large Cap,Traditional Investment Managers,1.0,,No
SNDL Inc.,Public,432220968,Shareholders,Citadel Advisors LLC,"1,093,047",0.41,2.0,"141,830",14.91,12/31/2024,13F,High,145.23,Active,"97,314.12",Miami,FL,USA,Growth,Large Cap,Hedge Fund Managers (<5% stake),,,No
SNDL Inc.,Public,432220968,Shareholders,Prelude Capital Management LLC,"1,077,490",0.41,1.9,"39,693",3.83,12/31/2024,13F,High,123.33,Active,"1,065.95",New York,NY,USA,Growth,Large Cap,Hedge Fund Managers (<5% stake),,,No
SNDL Inc.,Public,432220968,Shareholders,Invesco Capital Management LLC,"806,812",0.3,1.4,"10,134",1.27,12/31/2024,13F,Low,21.82,Passive,"275,174.26",Downers Grove,IL,USA,Growth,Large Cap,Traditional Investment Managers,1.0,,No
SNDL Inc.,Public,432220968,Shareholders,Alberto Paredero- Quiros Chief Financial Officer,"763,044",0.29,1.4,"124,937",19.58,12/16/2024,SEDI Data,,,,,,,,,,Individuals/Insiders,,,No
SNDL Inc.,Public,432220968,Shareholders,Group One Trading LLC,"698,279",0.26,1.2,"43,749",6.68,12/31/2024,13F,High,126.67,Active,"2,588.37",Chicago,IL,USA,Growth,Large Cap,Banks/Investment Banks,,,No
SNDL Inc.,Public,432220968,Shareholders,Tyler Robson President of Cannabis,"634,946",0.24,1.1,"35,810",5.98,12/16/2024,SEDI Data,,,,,,,,,,Individuals/Insiders,,,No
SNDL Inc.,Public,432220968,Shareholders,Wyoming State Treasurer,"568,184",0.21,1.0,"173,409",43.93,12/31/2024,13F,Moderate,71.73,Active,609.56,Cheyenne,WY,USA,Growth,Large Cap,Sovereign Wealth Funds (<5% stake),,,No
SNDL Inc.,Public,432220968,Shareholders,Simplex Trading LLC,"436,913",0.16,0.8,"52,092",13.54,12/31/2024,13F,Very High,214.1,Active,"3,118.39",Chicago,IL,USA,Growth,Large Cap,Traditional Investment Managers,,,No
SNDL Inc.,Public,432220968,Shareholders,Cambria Investment Management L.P.,"411,452",0.15,0.7,0,,12/31/2024,13F,Moderate,52.11,Passive,"2,053.28",Manhattan Beach,CA,USA,GARP,Large Cap,Traditional Investment Managers,1.0,,No
SNDL Inc.,Public,432220968,Shareholders,Goldman Sachs Group Inc.,"362,313",0.14,0.6,"262,350",262.45,12/31/2024,13F,Moderate,70.14,Active,"137,975.49",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,,,No
SNDL Inc.,Public,432220968,Shareholders,State Street Global Advisors Inc.,"355,991",0.13,0.6,"2,884",0.82,12/31/2024,13F,Very Low,4.82,Passive,"2,764,212.84",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,2.0,,No
SNDL Inc.,Public,432220968,Shareholders,Dimensional Fund Advisors LP,"339,754",0.13,0.6,"-1,565",-0.46,12/31/2024,13F,Very Low,9.68,Active,"596,425.33",Austin,TX,USA,GARP,Large Cap,Traditional Investment Managers,11.0,,No
SNDL Inc.,Public,432220968,Shareholders,Jane Street Group LLC,"333,452",0.13,0.6,"-187,731",-36.02,12/31/2024,13F,High,136.45,Passive,"41,446.90",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,,,No
SNDL Inc.,Public,432220968,Shareholders,OMERS Administration Corp.,"326,400",0.12,0.6,"326,400",,12/31/2024,13F,Low,32.82,Active,"12,331.95",Toronto,ON,Canada,Growth,Large Cap,Government Pension Sponsors,,,No
SNDL Inc.,Public,432220968,Shareholders,Cable Car Capital LLC,"306,195",0.12,0.5,0,,12/31/2024,13F,,,,"1,198.84",San Francisco,CA,USA,Aggressive Growth,Large Cap,Hedge Fund Managers (<5% stake),,,No
SNDL Inc.,Public,432220968,Shareholders,Winton Group Ltd.,"299,080",0.11,0.5,"-159,301",-34.75,12/31/2024,13F,High,167.21,Active,"1,486.88",London,,United Kingdom,Growth,Large Cap,Hedge Fund Managers (<5% stake),,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Chang-Soo Huh Chairperson & Co-CEO,"38,375,502",40.53,"1,033.5","-260,477",-0.67,10/2/2024,Exchange Announcement,,,,,,,South Korea,,,Individuals/Insiders,,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,National Pension Service,"6,872,930",7.26,185.1,0,,6/30/2024,KLCA,Very Low,8.71,Active,"70,405.58",Jeonju-si,,South Korea,Growth,Large Cap,Government Pension Sponsors,1.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Yong-Su Huh,"4,889,718",5.16,131.7,0,,10/2/2024,Exchange Announcement,,,,,,,,,,Individuals/Insiders,,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Yeon-Soo Huh,"2,095,518",2.21,56.4,0,,10/2/2024,Exchange Announcement,,,,,,,,,,Individuals/Insiders,,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Tae-Soo Huh,"1,969,234",2.08,53.0,0,,10/2/2024,Exchange Announcement,,,,,,,,,,Individuals/Insiders,,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Vanguard Group Inc.,"1,767,600",1.87,47.6,"14,816",0.85,12/31/2024,Multiple,Very Low,2.83,Passive,"4,548,551.23",Malvern,PA,USA,Growth,Large Cap,Traditional Investment Managers,25.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Dong-Soo Hur Non-Standing Executive Director,"1,660,000",1.75,44.7,0,,9/30/2024,KLCA,,,,,,,,,,Individuals/Insiders,,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,BlackRock Inc.,"1,567,665",1.66,42.2,"-91,649",-5.52,12/31/2024,Multiple,Very Low,6.47,Passive,"4,118,459.73",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,36.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Walk-Together Welfare Foundation,"1,505,000",1.59,40.5,0,,10/2/2024,Exchange Announcement,,,,,,,South Korea,Unclassified,,Charitable Foundations,,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Dimensional Fund Advisors LP,"1,265,642",1.34,34.1,"-19,742",-1.54,12/31/2024,Multiple,Very Low,9.68,Active,"408,728.86",Austin,TX,USA,GARP,Large Cap,Traditional Investment Managers,36.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,SHINYOUNG Asset Management Co. Ltd.,"1,139,193",1.2,30.7,0,,7/23/2024,Aggregated Mutual Funds,Low,20.75,Active,5.31,,,South Korea,GARP,Small Cap,Traditional Investment Managers,19.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Norges Bank Investment Management,"917,307",0.97,24.7,0,,6/30/2024,Aggregated Mutual Funds,,,Active,"831,770.15",Oslo,,Norway,Growth,Large Cap,Sovereign Wealth Funds (<5% stake),1.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Kopernik Global Investors LLC,"752,440",0.79,20.3,0,,10/31/2024,Multiple,Low,28.5,Active,"2,245.31",Tampa,FL,USA,GARP,Mid Cap,Traditional Investment Managers,3.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,BNY Asset Management,"581,344",0.61,15.7,835,0.14,12/31/2024,Multiple,Very Low,9.97,Active,"346,608.17",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,8.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Charles Schwab Investment Management Inc.,"524,482",0.55,14.1,"58,344",12.52,12/31/2024,Aggregated Mutual Funds,Very Low,11.66,Passive,"378,386.00",San Francisco,CA,USA,Growth,Large Cap,Traditional Investment Managers,4.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Samsung Asset Management Co. Ltd.,"388,482",0.41,10.5,-215,-0.06,10/6/2024,Aggregated Mutual Funds,Very Low,9.06,Passive,"2,427.80",Seoul,,South Korea,Growth,Large Cap,Traditional Investment Managers,40.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Seungsan Group Corp.,"300,000",0.32,8.1,0,,10/2/2024,Exchange Announcement,,,,,,,South Korea,Unclassified,,Corporations (Private),,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Baring Asset Management Ltd.,"241,751",0.26,6.5,0,,6/29/2024,Aggregated Mutual Funds,Low,31.09,Active,"3,402.36",London,,United Kingdom,GARP,Large Cap,Traditional Investment Managers,4.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Goldman Sachs Asset Management LP,"238,897",0.25,6.4,"-7,249",-2.95,12/31/2024,Multiple,Low,23.69,Active,"234,949.35",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,7.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Geode Capital Management LLC,"238,245",0.25,6.4,"6,007",2.59,12/31/2024,Multiple,Very Low,2.55,Passive,"980,899.16",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,12.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Mirae Asset Global Investments Co. Ltd.,"185,935",0.2,5.0,0,,12/31/2024,Aggregated Mutual Funds,Low,27.08,Passive,"63,840.32",Seoul,,South Korea,Growth,Large Cap,Traditional Investment Managers,31.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,UBS Asset Management AG,"175,942",0.19,4.7,"15,707",9.80,12/31/2024,Aggregated Mutual Funds,Very Low,15.6,Active,"720,921.50",Zurich,,Switzerland,Growth,Large Cap,Traditional Investment Managers,9.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Causeway Capital Management LLC,"172,134",0.18,4.6,0,,9/30/2024,Multiple,Low,43.98,Active,"17,272.86",Los Angeles,CA,USA,Blend,Large Cap,Traditional Investment Managers,2.0,,Yes
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,Caisse de dépôt et placement du Québec,"160,870",0.17,4.3,0,,12/31/2023,Aggregated Mutual Funds,Low,28.47,Active,"61,908.92",Quebec,QC,Canada,Growth,Large Cap,Government Pension Sponsors,1.0,,No
GS Holdings Corp. - (주)GS,Public,11169102,Shareholders,State Street Global Advisors Inc.,"160,232",0.17,4.3,"6,424",4.18,11/30/2024,Multiple,Very Low,4.82,Passive,"1,894,308.49",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,16.0,,No
ASX Limited,Public,1719233,Shareholders,UniSuper Ltd.,24038909.0,12.4,1093.5483894057400,0.0,,2024-07-09 00:00:00,Annual Report,,,,,Melbourne,,Australia,Unclassified,,Corporate Pension Sponsors,,,No
ASX Limited,Public,1719233,Shareholders,Australian Super Pty Ltd,20473785.0,10.56,931.3681669908280,0.0,,2024-08-19 00:00:00,Exchange Announcement,Very Low  ,16.463,Active    ,84131.65509205560,,,Australia,Growth,Large Cap ,Government Pension Sponsors,12.0,,No
ASX Limited,Public,1719233,Shareholders,State Street Global Advisors Inc.,13738581.0,7.09,624.9785764100300,5800.0,0.042,2024-12-02 00:00:00,Multiple,Very Low  ,5.0053,Passive   ,2202819.3434746600,Boston,MA,USA,Growth,Large Cap ,Traditional Investment Managers,41.0,,No
ASX Limited,Public,1719233,Shareholders,BlackRock Inc.,11712985.0,6.04,532.8326623260460,0.0,,2024-07-09 00:00:00,Annual Report,Very Low  ,6.8296,Passive   ,4856075.9660464300,New York,NY,USA,Growth,Large Cap ,Traditional Investment Managers,76.0,,No
ASX Limited,Public,1719233,Shareholders,Vanguard Group Inc.,9733048.0,5.02,442.763811136717,0.0,,2024-07-09 00:00:00,Annual Report,Very Low  ,2.8337,Passive   ,5455611.723969080,Malvern,PA,USA,Growth,Large Cap ,Traditional Investment Managers,31.0,,No
ASX Limited,Public,1719233,Shareholders,Norges Bank Investment Management,2841325.0,1.47,129.25405131856300,0.0,,2024-06-30 00:00:00,Aggregated Mutual Funds,Very Low  ,11.1558,Active    ,962386.8063728820,Oslo,,Norway,Growth,Large Cap ,Sovereign Wealth Funds (<5% stake),1.0,,No
ASX Limited,Public,1719233,Shareholders,Geode Capital Management LLC,2223350.0,1.15,101.14189506625500,-263087.0,-10.581,2024-12-31 00:00:00,Multiple,Very Low  ,2.5384,Passive   ,1221583.0736123000,Boston,MA,USA,Growth,Large Cap ,Traditional Investment Managers,15.0,,No
ASX Limited,Public,1719233,Shareholders,Australian Foundation Investment Co. Ltd.,1757000.0,0.91,79.9272762414417,75000.0,4.459,2024-12-31 00:00:00,Ownership News & Research,,,Passive   ,4354.74393642108,Melbourne,,Australia,Blend,Large Cap ,Traditional Investment Managers,,,No
ASX Limited,Public,1719233,Shareholders,Nt-Comnwlth Super Corp,1384171.0,0.71,62.96699936391160,0.0,,2024-07-09 00:00:00,Annual Report,,,,,Canberra,,Australia,Unclassified,,Traditional Investment Managers,,,No
ASX Limited,Public,1719233,Shareholders,BetaShares Capital Ltd.,1122369.0,0.58,51.057425787040800,-34928.0,-3.018,2024-12-31 00:00:00,Aggregated Mutual Funds,Very Low  ,13.3971,Passive   ,15591.155345169900,Sydney,,Australia,Growth,Large Cap ,Traditional Investment Managers,7.0,,No
ASX Limited,Public,1719233,Shareholders,UBS Asset Management AG,930323.0,0.48,42.321106098330500,-47400.0,-4.848,2024-12-31 00:00:00,Aggregated Mutual Funds,Very Low  ,16.8168,Active    ,739675.6911817280,Zurich,,Switzerland,Growth,Large Cap ,Traditional Investment Managers,51.0,,No
ASX Limited,Public,1719233,Shareholders,Amundi Asset Management SAS,761298.0,0.39,34.63202933867790,62724.0,8.979,2024-12-30 00:00:00,Aggregated Mutual Funds,Low       ,29.1133,Active    ,379956.97422394700,Paris,,France,Growth,Large Cap ,Traditional Investment Managers,19.0,,No
ASX Limited,Public,1719233,Shareholders,Schroder Investment Management Ltd.,701266.0,0.36,31.9011276612014,-38520.0,-5.207,2024-12-31 00:00:00,Aggregated Mutual Funds,Low       ,28.6106,Active    ,135622.6969845020,London,,United Kingdom,Growth,Large Cap ,Traditional Investment Managers,6.0,,No
ASX Limited,Public,1719233,Shareholders,Netwealth Investments Ltd.,691903.0,0.36,31.475197617121400,0.0,,2024-07-09 00:00:00,Annual Report,,,,,Melbourne,,Australia,Unclassified,,Traditional Investment Managers,,,No
ASX Limited,Public,1719233,Shareholders,Van Eck Associates Corp.,655651.0,0.34,29.826066360260400,608.0,0.093,2024-12-31 00:00:00,Multiple,Low       ,26.8782,Passive   ,106781.79351684500,New York,NY,USA,Aggressive Growth,Large Cap ,Traditional Investment Managers,6.0,,No
ASX Limited,Public,1719233,Shareholders,Charles Schwab Investment Management Inc.,585981.0,0.3,26.656724677994500,27978.0,5.014,2024-12-31 00:00:00,Aggregated Mutual Funds,Very Low  ,11.6742,Passive   ,456610.5859361090,Lone Tree,CO,USA,Growth,Large Cap ,Traditional Investment Managers,4.0,,No
ASX Limited,Public,1719233,Shareholders,JP Morgan Asset Management,565557.0,0.29,25.727621268799700,3645.0,0.649,2024-12-31 00:00:00,Multiple,Low       ,23.2812,Active    ,707048.759915898,New York,NY,USA,Growth,Large Cap ,Traditional Investment Managers,4.0,,No
