Company Name,Company ID,Company Type,Origin,Is Subsidiary,Parent,Property Name,Also Known As,Property ID,Royalty,Equity,Controlling Ownership,Operator,Country/ Region,Country/Region Risk Score & Outlook,Development Stage,Activity Status,Commodity(s),Primary Commodity,Primary Reserves and Resources,Unit,Total In-Situ Value ($M),Reserves & Resources As Of Date,Project Type,Coordinates,Coordinate Accuracy,Map Link,Construction Start,Production Start,Closure ,Sources/Notes,lat,lon,COUNTY,STATE,ST_ABBR,FIPS,RPL_THEMES,EP_AIAN,SVI_Category,FIPS_5,DRGT_EALT,DRGT_EALR,DRGT_RISKV,DRGT_RISKR,DRGT_RISKS,DRGT_MID_LOWER_HM,DRGT_MID_LOWER_PRISKS,DRGT_MID_LOWER_PRISKR,DRGT_MID_LOWER_PALR,DRGT_MID_LOWER_DELTAR,DRGT_MID_HIGHER_HM,DRGT_MID_HIGHER_PRISKS,DRGT_MID_HIGHER_PRISKR,DRGT_MID_HIGHER_PALR,DRGT_MID_HIGHER_DELTAR,DRGT_LATE_LOWER_HM,DRGT_LATE_LOWER_PRISKS,DRGT_LATE_LOWER_PRISKR,DRGT_LATE_LOWER_PALR,DRGT_LATE_LOWER_DELTAR,DRGT_LATE_HIGHER_HM,DRGT_LATE_HIGHER_PRISKS,DRGT_LATE_HIGHER_PRISKR,DRGT_LATE_HIGHER_PALR,DRGT_LATE_HIGHER_DELTAR
Pure Energy Minerals Limited,3171239,Public,Canada,No,Pure Energy Minerals Limited,Clayton Northeast,"Clayton NE, Clayton Valley, Triton",77443,,100.0,100.0,Pure Energy Minerals Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.734540,-117.610090",Exact,,,,,,37.73454,-117.61009,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Pure Energy Minerals Limited,3171239,Public,Canada,No,Pure Energy Minerals Limited,Railroad Valley,RRV,78995,,85.0,100.0,Pure Energy Minerals Ltd.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"38.311420,-115.770400",Exact,,,,,,38.31142,-115.7704,Nye County,Nevada,NV,32023,0.7954,1.0,Very High,32023,4149.252472,Very Low (<21.9K),3898.984843,Very Low,30.48043271,2.207770352,33.28,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.045589737,35.22,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.332210658,35.13,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),5.455757612,31.15,Very Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Reedy Lagoon Corporation Limited,34946829,Public,Australia,No,Reedy Lagoon Corporation Limited,Nevada,"Fraction, Heller, Lone Mountain, NLP, San Antone, San Antone East, San Antone North, San Antone West, San Antonne East, Traction, Western Flats",89591,,20.0,20.0,Austroid Corp,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,,,,,Project,"38.121230,-117.426310",Exact,,,,,,38.12123,-117.42631,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Rockland Resources Ltd.,698546078,Public,Canada,No,Rockland Resources Ltd.,Lithium Butte,"Beryllium Butte, Butte, Saddle",89491,,90.0,100.0,Rockland Resources Ltd.,USA,1.5 Moderate,Exploration,Active,"Lithium, Beryllium, Lanthanides, Rubidium, Caesium",Lithium,,,,,Project,"39.703620,-113.539660",Exact,,,,,,39.70362,-113.53966,Juab County,Utah,UT,49023,0.0659,1.0,Low,49023,19960.44664,Very Low (<21.9K),24066.99263,Very Low,49.18867324,2.005995883,51.0,Relatively Low,Relatively Low (21.9K - 292K),Relatively Moderate (1.85x - 2.8x),3.023666005,53.48,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.373472142,53.32,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.204220215,48.87,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Rover Critical Minerals Corp.,411867996,Public,Canada,No,Rover Critical Minerals Corp.,Let's Go,LGL,91046,,100.0,100.0,Rover Critical Minerals Corp.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"36.508770,-116.288510",Exact,,,,,,36.50877,-116.28851,Nye County,Nevada,NV,32023,0.7954,1.0,Very High,32023,4149.252472,Very Low (<21.9K),3898.984843,Very Low,30.48043271,2.207770352,33.28,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.045589737,35.22,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.332210658,35.13,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),5.455757612,31.15,Very Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Schlumberger Limited,301966,Public,USA,No,Schlumberger Limited,Clayton Valley,"CA claims, CD, CE, Clayton Valley North, Clayton Valley South, CV, CV/DB, CV/DB Claim Group, CV-1, CV-2, CV-3, CV-4, CV-5, CV-6, CV-7, CV-8, CV-9, CVL, CVN, CVS, DB, Neptune, SPD-8, SPD-9",37627,,100.0,100.0,Schlumberger Ltd.,USA,1.5 Moderate,Prefeas/Scoping,Active,"Lithium, Potash, Magnesium, Calcium Carbonate",Lithium,88000.0,tonnes,1426.3,6/15/17,Brine,"37.722290,-117.581330",Exact,,2025.0,2026.0,2045.0,,37.72229,-117.58133,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Scotch Creek Ventures Inc.,578609874,Public,Canada,No,Scotch Creek Ventures Inc.,Macallan,Macallan East,87426,,100.0,100.0,Scotch Creek Ventures Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"37.656410,-117.599040",Exact,,,,,,37.65641,-117.59904,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Scotch Creek Ventures Inc.,578609874,Public,Canada,No,Scotch Creek Ventures Inc.,Highlands West,"Highlands, Highland's West",89801,,100.0,100.0,Scotch Creek Ventures Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"37.720260,-117.661000",Exact,,,,,,37.72026,-117.661,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Sienna Resources Inc.,3156618,Public,Canada,No,Sienna Resources Inc.,Clayton Valley,"Blue Clay, Clayton Valley Deep Basin, Silver Peak South",77650,,100.0,100.0,GeoXplor Corp.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Gold",Lithium,,,,,Brine,"37.630170,-117.519000",Exact,,,,,,37.63017,-117.519,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Sienna Resources Inc.,3156618,Public,Canada,No,Sienna Resources Inc.,Elko,,91306,,100.0,100.0,Sienna Resources Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"41.087920,-115.101710",Approximate,,,,,,41.08792,-115.10171,Elko County,Nevada,NV,32007,0.6185,4.3,High,32007,490722.403,Relatively Moderate (292K - 2.74M),737206.9845,Relatively Moderate,90.99586382,2.029566,90.55,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively Moderate (1.85x - 2.8x),2.384389661,91.76,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively Moderate (1.85x - 2.8x),2.429248121,89.41,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively Moderate (1.85x - 2.8x),4.295039216,87.05,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x)
Spearmint Resources Inc.,84196960,Public,Canada,No,Spearmint Resources Inc.,Clayton Valley (McGee),"Clayton Ridge, Elon, Green Clay, McGee",80026,,100.0,100.0,Spearmint Resources Inc.,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,846000.0,tonnes,13712.0,6/17/22,Project,"37.711990,-117.544590",Exact,,2028.0,2029.0,,,37.71199,-117.54459,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Standard Lithium Ltd.,3175246,Public,Canada,No,Standard Lithium Ltd.,Smackover,"Arkansas, Beulah-Taylor, Lanxess, Lanxess Central, Lanxess Smackover, Lanxess South, Lanxess West, Lester-1, Lower Smackover, Middle Smackover, North Middle Smackover, North Upper Smackover, Smackover, South Middle Smackover, South Upper Smackover, South West Arkansas, South-West Arkansas, South-Western Arkansas, SWA, Tetra, Upper Smackover",83068,,55.0,55.0,Standard Lithium Ltd.,USA,1.5 Moderate,Feasibility Complete,Active,"Lithium, Potash",Lithium,1874000.0,tonnes,30373.8,8/18/23,Brine/DLE,"33.232410,-93.551480",Exact,,,2026.0,2051.0,,33.23241,-93.55148,Lafayette County,Arkansas,AR,5073,0.8075,0.3,Very High,5073,210043.5281,Relatively Low (21.9K - 292K),333864.3247,Relatively Low,82.27807827,2.286094394,84.57,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively Moderate (1.85x - 2.8x),3.588469644,88.77,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),3.3545118,85.81,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),6.426283061,83.07,Relatively Moderate,Relatively Moderate (292K - 2.74M),Very High (>4.58x)
Standard Lithium Ltd.,3175246,Public,Canada,No,Standard Lithium Ltd.,Bristol Dry Lake,"BLD, Cadiz Dry",84737,,100.0,100.0,Standard Lithium Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"34.473010,-115.738490",Exact,,,,,,34.47301,-115.73849,San Bernardino County,California,CA,6071,0.8858,0.3,Very High,6071,62559.3052,Relatively Low (21.9K - 292K),89354.17064,Relatively Low,64.23798918,3.199752685,73.24,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.975733857,74.55,Relatively Moderate,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),4.179828237,73.5,Relatively Moderate,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),6.216667001,66.34,Relatively Moderate,Relatively Moderate (292K - 2.74M),Very High (>4.58x)
Stardust Power Inc.,1848194105,Public,Canada,No,Stardust Power Inc.,Jackpot Lake,,77804,,90.0,100.0,Stardust Power Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"36.454030,-114.878930",Exact,,,,,,36.45403,-114.87893,Clark County,Nevada,NV,32003,0.8635,0.4,Very High,32003,6747.081559,Very Low (<21.9K),8311.1265,Very Low,37.54374801,3.01300765,43.94,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.85543226,44.83,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),4.206477762,44.7,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.863339755,38.75,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
"TETRA Technologies, Inc.",35290,Public,USA,No,"TETRA Technologies, Inc.",Smackover,"Arkansas, Beulah-Taylor, Lanxess, Lanxess Central, Lanxess Smackover, Lanxess South, Lanxess West, Lester-1, Lower Smackover, Middle Smackover, North Middle Smackover, North Upper Smackover, Smackover, South Middle Smackover, South Upper Smackover, South West Arkansas, South-West Arkansas, South-Western Arkansas, SWA, Tetra, Upper Smackover",83068,,,0.0,Standard Lithium Ltd.,USA,1.5 Moderate,Feasibility Complete,Active,"Lithium, Potash",Lithium,1874000.0,tonnes,30373.8,8/18/23,Brine,"33.232410,-93.551480",Exact,,,2026.0,2051.0,,33.23241,-93.55148,Lafayette County,Arkansas,AR,5073,0.8075,0.3,Very High,5073,210043.5281,Relatively Low (21.9K - 292K),333864.3247,Relatively Low,82.27807827,2.286094394,84.57,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively Moderate (1.85x - 2.8x),3.588469644,88.77,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),3.3545118,85.81,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),6.426283061,83.07,Relatively Moderate,Relatively Moderate (292K - 2.74M),Very High (>4.58x)
"TETRA Technologies, Inc.",35290,Public,USA,No,"TETRA Technologies, Inc.",Bristol Dry Lake,"BLD, Cadiz Dry",84737,,,0.0,Standard Lithium Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"34.473010,-115.738490",Exact,,,,,,34.47301,-115.73849,San Bernardino County,California,CA,6071,0.8858,0.3,Very High,6071,62559.3052,Relatively Low (21.9K - 292K),89354.17064,Relatively Low,64.23798918,3.199752685,73.24,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.975733857,74.55,Relatively Moderate,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),4.179828237,73.5,Relatively Moderate,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),6.216667001,66.34,Relatively Moderate,Relatively Moderate (292K - 2.74M),Very High (>4.58x)
Ultra Lithium Inc.,25262327,Public,Canada,No,Ultra Lithium Inc.,South Big Smokey Valley,"Big Smoky, Big Smoky Valley, South Big Smoky Valley",60416,,100.0,100.0,Ultra Lithium Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.980000,-117.720000",Exact,,,,,,37.98,-117.72,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
United Lithium Corp.,532932495,Public,Canada,No,United Lithium Corp.,Liberty,"Helen Beryl, Lithia, Tin Mountain, Tip Top",89060,,100.0,100.0,United Lithium Corp.,USA,1.5 Moderate,Target Outline,Active,"Lithium, Beryllium, Caesium, Tantalum, Tin",Lithium,,,,,Project,"43.727300,-103.621520",Approximate,,,,,,43.7273,-103.62152,Custer County,South Dakota,SD,46033,0.2937,2.1,Moderate,46033,842.5979329,Very Low (<21.9K),964.4952781,Very Low,21.0944957,3.796563137,26.89,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),4.149985623,26.41,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),4.831450387,27.17,Very Low,Very Low (<21.9K),Very High (>4.58x),10.23361769,25.52,Very Low,Very Low (<21.9K),Very High (>4.58x)
Usha Resources Ltd.,561208417,Public,Canada,No,Usha Resources Ltd.,Jackpot Lake,,77804,,10.0,0.0,Stardust Power Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"36.454030,-114.878930",Exact,,,,,,36.45403,-114.87893,Clark County,Nevada,NV,32003,0.8635,0.4,Very High,32003,6747.081559,Very Low (<21.9K),8311.1265,Very Low,37.54374801,3.01300765,43.94,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.85543226,44.83,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),4.206477762,44.7,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.863339755,38.75,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
West Cobar Metals Limited,1676819577,Public,Australia,No,West Cobar Metals Limited,Montezuma Well,,90606,,100.0,100.0,West Cobar Metals Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"38.175030,-117.339780",Exact,,,,,,38.17503,-117.33978,Nye County,Nevada,NV,32023,0.7954,1.0,Very High,32023,4149.252472,Very Low (<21.9K),3898.984843,Very Low,30.48043271,2.207770352,33.28,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.045589737,35.22,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.332210658,35.13,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),5.455757612,31.15,Very Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
West Cobar Metals Limited,1676819577,Public,Australia,No,West Cobar Metals Limited,Big Smoky Valley,,90607,,100.0,100.0,West Cobar Metals Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"37.976010,-117.602350",Exact,,,,,,37.97601,-117.60235,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Zimtu Capital Corp.,26762482,Public,Canada,No,Zimtu Capital Corp.,Kibby Basin,"A Block, Kibbi Flat, Kibby, Kibby Basis Playa, Kibby Playa",77480,1.5,,,Marquee Resources Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"38.335160,-117.773520",Exact,,,,,,38.33516,-117.77352,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
ioneer Ltd,38704945,Public,Australia,No,ioneer Ltd,Rhyolite Ridge,"BH, Borate Hills, NLB, NMC1117360, NMC1118666, NMC1129523, NMC1147912, NMC1147932, NMC1171536, NMC1179516, North Basin, Shelf, SLB, SLP, South Basin",77514,,100.0,100.0,ioneer Ltd,USA,1.5 Moderate,Preproduction - Construction Planned,Active,"Lithium, Borates, Potash",Lithium,1347000.0,tonnes,21832.2,3/31/23,Open Pit,"37.814910,-117.852530",Exact,https://eplanning.blm.gov/public_projects/2012309/200540745/20108272/251008272/09_rr_ser_native_american_ser_20240415_508.pdf,2024.0,2028.0,2050.0,,37.81491,-117.85253,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Mandrake Resources Limited,36508270,Public,Australia,No,Mandrake Resources Limited,Utah Lithium,"Leadville, McCracken, Paradox Clastic Zone A, Paradox Clastic Zone B, Paradox Clastic Zone C",91751,,100.0,100.0,Mandrake Resources Ltd,USA,1.5 Moderate,Reserves Development,Active,"Lithium, U3O8, Vanadium",Lithium,1337000,tonnes,21670.1,10/22/2024,Project,"38.131590, -109.253570",Exact,,2027.0,2028.0,,,38.13159,-109.25357,San Juan County,Utah,UT,49037,0.9567,44.2,Very High,49037,9275.846819,Very Low (<21.9K),11253.69469,Very Low,40.24817054,2.316499076,44.19,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.246068602,46.17,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.432766011,45.72,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.63901435,41.33,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,Burro Creek,"East Burro Creek, West Burro Creek, Wikieup",78659,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,,,"1,215.60",,Brine,"34.566880, -113.339240",Exact,,,,,,34.56688,-113.33924,Mohave County,Arizona,AZ,4015,0.8489,1.5,Very High,4015,14663.66851,Very Low (<21.9K),17118.98712,Very Low,44.89341394,2.737200451,50.78,Relatively Low,Relatively Low (21.9K - 292K),Relatively Moderate (1.85x - 2.8x),3.768212588,52.5,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),4.102210629,51.67,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.953460784,46.77,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,Wilson Salt Flat,,78854,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.982550, -116.027430",Exact,,,,,,37.98255,-116.02743,Nye County,Nevada,NV,32023,0.7954,1.0,Very High,32023,4149.252472,Very Low (<21.9K),3898.984843,Very Low,30.48043271,2.207770352,33.28,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.045589737,35.22,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.332210658,35.13,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),5.455757612,31.15,Very Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,San Domingo,Lithia King,77536,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Exploration,Active,"Lithium, Tantalum",Lithium,,,,,Project,"33.998280, -112.514290",Exact,,,,,,33.99828,-112.51429,Yavapai County,Arizona,AZ,4025,0.5991,1.1,High,4025,10062.51275,Very Low (<21.9K),13022.67785,Very Low,41.96627426,2.467521314,46.87,Relatively Low,Relatively Low (21.9K - 292K),Relatively Moderate (1.85x - 2.8x),3.452417163,48.68,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.894137039,48.23,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.723172578,43.05,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,Basin Clay,,24,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Project,"34.566667, -113.336444",Approximate,,,,,,34.566667,-113.336444,Mohave County,Arizona,AZ,4015,0.8489,1.5,Very High,4015,14663.66851,Very Low (<21.9K),17118.98712,Very Low,44.89341394,2.737200451,50.78,Relatively Low,Relatively Low (21.9K - 292K),Relatively Moderate (1.85x - 2.8x),3.768212588,52.5,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),4.102210629,51.67,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.953460784,46.77,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Bradda Head Lithium Limited,107794051,Public,British Virgin Islands,No,Bradda Head Lithium Limited,Eureka,,23,,100.0,100.0,Bradda Head Lithium Ltd. ,USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Brine,"39.595278, -117.210498",Best Guess,,,,,,39.595278,-117.210498,Lander County,Nevada,NV,32015,0.5762,3.0,High,32015,3454171.415,Relatively High (2.74M - 25.1M),5285334.019,Relatively High,98.72733058,2.03846575,98.47,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),2.7066121,98.6,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),2.781753045,98.5,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),4.8217144,98.35,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
